student_id,name,email,department,dept_code,year,semester,archetype_id,cgpa,sgpa_current,attendance_pct,backlog_count,programming_score,dsa_score,aptitude_score,logical_score,verbal_score,communication_score,core_ece_score,core_mech_score,projects_count,projects_avg_completion,internships_count,internships_tasks_completed,certifications_count,training_hours_total,online_problems_attempted,online_problems_solved,online_easy_solved,online_medium_solved,online_hard_solved,online_coding_accuracy,online_contest_rating,online_contests_count,online_coding_streak,software_skill_gaps,core_ece_skill_gaps,readiness_composite_score,is_placement_ready,c_completion,c_score,c++_completion,c++_score,java_completion,java_score,python_completion,python_score,javascript_completion,javascript_score,sql_completion,sql_score
SP2026EEE1893,Marcus Sharma,marcus.sharma1893@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,2,7.76,7.85,85.1,0,59.4,58.7,93.7,80.0,44.1,51.5,72.9,43.7,1,62.7,0,0,2,43,235,182,85,80,17,77.4,1767,12,31,5,2,61.1,0,49.1,42.8,60.6,58.7,55.1,35.5,50.7,39.2,50.6,58.7,35.1,62.0
SP2026AID1894,Deepika Deshmukh,deepika.deshmukh1894@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,8,1,7.35,7.07,74.1,1,89.1,99.3,89.5,94.9,73.4,73.4,27.6,32.0,3,75.7,1,4,3,73,326,263,123,97,43,80.7,2126,20,2,0,0,75.4,1,83.7,89.4,91.3,87.9,87.4,88.0,80.0,82.4,75.1,73.0,68.7,84.2
SP2026IT1895,Elena Bhat,elena.bhat1895@skillpilot.edu,Information Technology (IT),IT,4,8,4,8.05,7.87,77.8,0,90.3,94.1,74.2,80.4,85.5,81.6,20.8,24.7,2,73.4,0,0,3,43,500,392,191,147,54,78.4,2150,24,23,0,0,78.2,1,80.9,85.0,89.1,83.1,89.4,87.4,93.5,87.6,93.0,77.5,75.5,73.3
SP2026IT1896,Rohan Reddy,rohan.reddy1896@skillpilot.edu,Information Technology (IT),IT,3,5,6,8.61,8.27,86.7,0,92.7,98.9,91.6,91.4,77.9,82.3,41.1,16.9,4,94.8,1,4,4,159,587,513,229,206,78,87.4,2211,23,9,0,0,92.4,1,87.6,69.0,100.0,86.0,93.5,92.2,89.2,96.7,79.9,69.8,98.0,80.2
SP2026MEC1897,Manish Menon,manish.menon1897@skillpilot.edu,Mechanical Engineering,MECH,4,7,4,7.07,7.03,75.8,0,70.6,59.3,71.1,61.5,69.2,70.0,20.4,67.8,1,68.0,1,2,1,90,392,298,159,107,32,76.0,1858,18,38,4,0,68.2,0,75.6,47.5,62.3,57.9,62.7,77.2,79.3,80.5,62.0,52.3,53.1,68.0
SP2026EEE1898,Alex Kumar,alex.kumar1898@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,0,8.95,9.14,97.9,0,43.8,31.6,86.6,64.6,69.0,73.7,75.0,49.3,2,71.7,1,2,2,43,109,90,47,33,10,82.6,1532,11,0,8,2,66.2,0,37.9,27.3,41.8,43.8,37.5,21.8,32.0,35.5,31.3,34.5,26.8,36.8
SP2026MEC1899,Yash Pillai,yash.pillai1899@skillpilot.edu,Mechanical Engineering,MECH,3,6,6,8.86,8.73,92.8,0,76.0,77.2,84.9,82.4,83.3,84.9,38.2,84.4,3,99.0,2,5,5,141,519,395,189,162,44,76.1,2040,23,28,3,0,86.4,1,77.2,71.0,80.6,78.1,60.9,69.1,71.1,72.3,81.0,85.0,57.8,55.5
SP2026IT1900,Aditi Joshi,aditi.joshi1900@skillpilot.edu,Information Technology (IT),IT,4,7,7,7.39,7.3,74.5,0,62.4,59.2,53.0,56.2,49.2,55.5,28.1,21.2,2,60.2,0,0,3,65,44,36,19,15,2,81.8,1630,9,1,5,0,58.1,0,62.4,48.5,68.0,59.1,67.1,62.8,69.0,67.3,64.7,66.9,50.3,61.5
SP2026ECE1901,Aditi Pillai,aditi.pillai1901@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,2,7.71,8.05,80.6,0,75.3,55.1,95.1,75.2,37.9,40.7,55.7,42.8,1,80.4,0,0,1,54,131,118,56,46,16,90.1,1696,15,40,5,3,60.9,0,58.0,51.9,57.4,51.6,66.1,63.7,77.6,84.6,64.5,77.8,63.9,51.6
SP2026IT1902,Aniket Das,aniket.das1902@skillpilot.edu,Information Technology (IT),IT,4,8,1,7.43,7.57,75.8,0,95.3,84.0,89.5,87.5,72.5,74.8,31.1,33.8,2,77.2,1,4,3,87,574,506,270,225,11,88.2,2135,21,6,1,0,84.4,1,79.9,93.8,97.1,90.5,89.7,92.5,89.1,92.4,94.1,81.6,96.8,75.4
SP2026CSE1903,Tanvi Kumar,tanvi.kumar1903@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,6,8.56,8.62,85.1,0,100.0,99.3,98.2,96.3,84.4,81.1,40.3,24.9,4,94.9,2,4,4,135,466,357,193,158,6,76.6,2200,26,11,0,0,94.3,1,100.0,89.1,100.0,93.2,100.0,95.7,94.3,94.5,77.8,89.6,100.0,94.2
SP2026ECE1904,Ananya Pillai,ananya.pillai1904@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,7,6.01,6.27,68.2,1,54.1,53.6,66.6,63.1,55.2,57.8,63.1,30.4,3,72.7,0,0,1,69,97,77,33,33,11,79.4,1609,11,5,6,3,47.8,0,53.2,60.8,65.8,64.0,53.1,51.0,29.7,38.9,43.9,61.2,34.5,55.2
SP2026CSE1905,Nikhil Iyer,nikhil.iyer1905@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,7,6.97,6.7,77.4,2,45.6,43.9,64.7,56.2,60.2,59.4,34.3,18.8,1,63.9,1,2,2,88,68,57,24,20,13,83.8,1559,11,11,8,0,33.2,0,53.6,48.2,41.4,46.4,36.1,37.7,46.6,45.9,37.7,39.2,31.7,53.8
SP2026ECE1906,Chetan Deshmukh,chetan.deshmukh1906@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,7,1,6.53,6.84,82.0,1,90.0,83.8,87.1,89.3,61.5,58.7,62.9,38.3,3,76.4,1,4,1,107,509,459,207,204,48,90.2,2153,24,22,1,3,70.3,1,61.4,66.9,68.0,56.1,70.4,93.8,94.1,87.6,82.5,94.5,78.3,70.6
SP2026CSE1907,Marcus Bhat,marcus.bhat1907@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,1,7.5,7.43,73.9,0,93.9,89.8,79.8,86.6,66.8,68.6,36.7,29.4,3,85.5,0,0,1,102,397,311,130,111,70,78.3,2040,20,35,0,0,81.7,1,83.0,100.0,94.2,97.4,99.0,86.4,93.8,86.1,99.8,70.9,96.7,94.2
SP2026CSE1908,Marcus Pillai,marcus.pillai1908@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,7,1,6.89,6.93,81.2,0,99.6,96.7,86.1,89.2,64.6,66.4,21.6,32.1,3,90.1,2,4,1,60,433,358,181,139,38,82.7,2113,25,10,0,0,87.0,1,88.6,81.8,94.7,95.2,100.0,93.6,92.3,100.0,100.0,94.7,86.3,100.0
SP2026CSE1909,Dev Kumar,dev.kumar1909@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,2,8.49,8.68,82.7,0,75.2,65.8,91.4,85.4,42.1,41.2,36.0,30.4,3,75.7,0,0,3,88,169,145,78,58,9,85.8,1743,12,20,4,0,73.1,1,77.6,58.3,65.3,67.2,81.1,70.4,82.1,67.6,59.6,65.5,55.0,66.6
SP2026AIM1910,Divya Agarwal,divya.agarwal1910@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,5,7.4,7.29,81.2,0,93.6,79.1,73.7,75.3,77.8,83.5,38.4,27.4,4,85.2,0,0,5,106,235,182,86,68,28,77.4,1897,17,17,1,0,82.4,1,99.3,97.8,89.9,94.2,100.0,98.2,93.1,91.3,96.1,86.5,88.7,68.8
SP2026EEE1911,Manish Sen,manish.sen1911@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,7,1,7.01,7.34,82.0,0,79.8,72.0,82.0,76.8,77.2,76.2,74.9,34.0,2,87.8,2,4,1,119,310,282,121,120,41,91.0,1910,19,24,3,2,80.0,1,68.0,70.7,87.5,62.8,81.1,81.2,71.8,74.7,73.0,74.3,55.5,58.2
SP2026CSE1912,Anushka Singh,anushka.singh1912@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,0,9.46,9.66,96.9,0,56.7,40.6,76.6,58.1,60.1,67.8,20.0,24.2,1,79.2,0,0,3,64,113,86,39,38,9,76.1,1551,11,12,7,0,59.7,0,56.4,46.1,49.0,57.3,59.6,52.1,48.0,51.8,45.8,64.9,39.2,43.4
SP2026AIM1913,Tarun Pillai,tarun.pillai1913@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,5,7.74,7.52,78.0,0,93.6,79.7,69.9,69.4,87.9,87.8,38.2,31.3,3,97.4,0,0,3,110,222,185,98,65,22,83.3,1896,18,6,1,0,79.4,1,68.9,74.6,84.3,86.9,91.7,90.8,95.8,96.1,91.2,100.0,94.9,77.2
SP2026CSE1914,Aniket Sharma,aniket.sharma1914@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,0,8.81,8.58,97.9,0,48.7,43.4,86.5,66.5,76.2,74.7,28.8,26.6,1,72.9,0,0,2,61,45,41,21,14,6,91.1,1548,12,11,8,0,59.6,0,25.6,45.6,45.1,48.7,52.2,49.1,51.9,44.6,39.2,42.8,43.0,40.9
SP2026CSE1915,Aarav Verma,aarav.verma1915@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,7,5,7.37,7.15,82.1,0,92.5,76.0,79.3,79.2,74.5,75.1,39.0,22.8,3,91.8,0,0,3,138,319,249,111,108,30,78.1,1879,19,22,1,0,79.9,1,69.7,68.3,87.2,88.2,86.0,88.9,94.0,91.0,100.0,93.9,72.1,100.0
SP2026EEE1916,Deepika Patel,deepika.patel1916@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,7,0,9.28,9.12,93.6,0,44.7,40.0,91.2,74.3,67.8,70.0,73.8,42.9,2,60.0,0,0,2,64,83,68,35,28,5,81.9,1512,7,12,8,2,64.0,0,37.2,34.3,37.9,26.7,25.9,43.6,54.3,42.3,29.2,53.5,24.8,26.8
SP2026IT1917,Aniket Chopra,aniket.chopra1917@skillpilot.edu,Information Technology (IT),IT,3,5,2,8.47,8.67,88.2,0,66.7,68.2,91.1,86.4,43.8,43.3,39.5,17.6,1,70.2,1,4,2,64,134,118,53,42,23,88.1,1815,15,9,4,0,69.5,1,62.6,46.7,64.9,68.5,71.1,70.6,57.6,60.5,65.4,42.6,53.8,71.3
SP2026AIM1918,Gaurav Patel,gaurav.patel1918@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,0,8.88,8.62,96.4,0,43.9,51.4,74.0,67.1,71.4,70.4,23.5,25.3,2,71.7,0,0,2,62,42,33,17,12,4,78.6,1639,9,10,7,0,62.0,0,49.6,39.4,35.9,44.4,38.0,44.0,38.0,41.1,27.0,26.9,49.3,30.6
SP2026AIM1919,Pooja Sharma,pooja.sharma1919@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,5,7.21,7.36,79.4,0,81.3,82.8,71.8,74.3,85.6,79.3,25.1,27.5,5,94.8,0,0,6,85,179,147,62,54,31,82.1,1900,20,26,2,0,79.7,1,58.8,65.6,74.1,78.7,73.4,84.1,74.1,81.4,79.6,85.0,76.2,86.0
SP2026CSE1920,Tanvi Reddy,tanvi.reddy1920@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,0,9.0,9.01,89.8,0,55.6,52.3,75.4,67.9,88.0,86.7,31.5,34.8,2,65.0,0,0,2,50,82,70,36,29,5,85.4,1628,13,5,6,0,66.2,0,47.1,36.7,60.4,50.1,59.4,55.2,53.2,49.1,62.8,42.1,48.8,54.2
SP2026AIM1921,Deepika Bhat,deepika.bhat1921@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,2,7.66,7.35,79.8,0,67.6,71.8,85.4,81.5,52.9,55.0,33.9,33.0,3,70.2,0,0,2,81,160,123,60,50,13,76.9,1763,17,27,4,0,71.4,1,73.9,64.5,62.3,64.2,58.2,64.8,64.5,61.8,58.3,54.4,63.2,76.4
SP2026ECE1922,Deepika Reddy,deepika.reddy1922@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,2,8.02,8.31,86.8,0,77.2,66.1,92.3,81.5,48.4,55.6,64.4,38.3,3,80.4,1,4,2,67,273,205,85,85,35,75.1,1778,15,25,3,2,78.9,1,68.1,58.1,60.4,69.0,76.5,78.5,65.0,76.6,83.4,77.0,69.9,68.7
SP2026AID1923,Deepika Das,deepika.das1923@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,8,7,6.02,5.64,73.2,2,58.3,45.0,57.8,54.8,61.3,56.5,43.3,18.3,1,63.8,1,4,2,60,72,55,27,22,6,76.4,1605,13,0,6,0,31.1,0,45.5,61.9,52.5,50.5,60.4,54.0,54.2,63.5,65.0,38.6,58.1,63.1
SP2026CIV1924,Harsh Verma,harsh.verma1924@skillpilot.edu,Civil Engineering,CIVIL,4,7,6,8.72,8.64,95.5,0,77.5,73.7,90.9,85.3,82.5,88.8,38.7,85.9,4,96.3,1,5,4,118,614,461,214,180,67,75.1,1985,22,6,2,0,87.2,1,75.0,72.1,83.2,74.4,77.3,72.9,82.1,67.3,81.1,74.9,65.0,69.9
SP2026MEC1925,Bhavya Joshi,bhavya.joshi1925@skillpilot.edu,Mechanical Engineering,MECH,3,6,0,9.56,9.38,91.6,0,33.4,29.6,80.4,62.4,72.4,67.9,25.3,91.5,1,78.2,0,0,2,79,90,76,32,29,15,84.4,1443,10,2,10,0,56.2,0,19.4,38.1,33.6,19.5,26.6,38.2,42.8,11.7,19.8,12.2,14.7,31.4
SP2026CSE1926,Elena Rao,elena.rao1926@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,7,2,8.49,8.73,84.6,0,78.6,77.4,96.2,86.8,40.9,47.8,20.8,24.0,3,71.0,0,0,2,50,249,193,79,73,41,77.5,1853,17,17,2,0,75.8,1,65.2,82.7,73.8,78.4,84.3,78.8,70.0,75.9,70.5,76.3,78.1,70.8
SP2026AID1927,Ananya Kumar,ananya.kumar1927@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,2,8.39,8.05,86.1,0,70.8,76.2,90.1,81.3,43.9,53.2,23.9,30.6,2,62.1,0,0,1,54,132,101,54,37,10,76.5,1840,14,36,3,0,69.4,1,67.3,67.2,74.4,65.1,77.3,74.8,75.6,74.3,63.8,50.7,75.8,68.2
SP2026CSE1928,Kavya Reddy,kavya.reddy1928@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,5,8.15,8.47,78.1,0,91.8,80.3,65.5,70.1,78.0,79.4,27.5,27.8,3,86.1,0,0,3,85,246,186,98,69,19,75.6,1938,18,10,1,0,77.9,1,94.2,67.5,86.4,94.1,91.5,87.7,95.7,93.7,74.2,91.5,84.2,100.0
SP2026CIV1929,Aditya Joshi,aditya.joshi1929@skillpilot.edu,Civil Engineering,CIVIL,4,7,4,8.17,8.13,78.4,0,63.3,58.4,74.7,64.2,75.3,79.9,34.1,67.5,3,67.4,0,0,2,71,480,373,161,133,79,77.7,1841,14,34,5,0,72.8,1,41.8,72.1,66.0,42.9,71.2,46.4,43.3,67.8,73.1,59.1,46.9,39.0
SP2026CSE1930,Manish Mehta,manish.mehta1930@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,5,7.25,7.13,84.8,0,90.0,81.6,75.6,75.4,80.7,89.9,31.7,30.3,5,97.1,1,3,6,131,226,187,92,66,29,82.7,1957,19,33,1,0,83.1,1,83.2,77.1,91.5,85.9,85.0,83.3,88.5,92.7,67.2,80.1,70.8,67.8
SP2026CSE1931,Siddharth Patel,siddharth.patel1931@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,7,7.08,6.7,74.2,1,63.5,56.1,54.9,52.5,62.0,63.4,23.3,22.1,1,63.2,0,0,3,63,69,58,31,20,7,84.1,1642,11,11,6,0,42.6,0,71.0,68.0,60.1,59.6,64.7,65.4,59.5,62.8,62.9,49.7,62.8,38.7
SP2026CSE1932,Zoya Iyer,zoya.iyer1932@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,3,8.07,7.94,86.9,0,68.6,60.4,78.7,73.2,75.4,78.2,35.9,25.3,1,84.8,1,4,2,81,105,82,33,32,17,78.1,1652,12,10,4,0,70.0,1,46.0,46.9,59.4,69.2,63.9,73.2,67.6,69.2,66.9,58.0,64.7,69.6
SP2026EEE1933,Kavya Banerjee,kavya.banerjee1933@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,5,5,7.37,7.61,79.7,0,79.4,59.4,76.2,66.7,80.2,85.8,74.3,32.5,3,96.6,0,0,6,89,276,226,109,85,32,81.9,1795,17,39,3,2,73.8,1,86.9,82.8,67.4,86.0,65.2,63.8,66.3,58.6,59.2,81.1,71.8,80.0
SP2026ECE1934,Riya Kumar,riya.kumar1934@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,2,8.11,8.3,81.6,0,60.3,71.3,87.9,78.9,56.4,54.1,60.4,34.8,2,63.5,1,2,1,61,133,110,56,39,15,82.7,1796,14,23,5,3,72.2,1,56.3,53.9,54.4,56.0,56.3,57.3,68.6,69.2,48.8,57.1,45.2,48.3
SP2026AID1935,Sanjay Agarwal,sanjay.agarwal1935@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,5,5,7.61,7.56,81.9,0,95.7,72.9,79.3,76.8,76.9,80.5,24.1,22.5,3,92.6,0,0,6,130,195,145,58,56,31,74.4,1867,17,19,1,0,79.4,1,78.0,79.8,98.9,100.0,99.5,96.3,100.0,96.5,100.0,86.7,99.4,74.0
SP2026CSE1936,Tanvi Banerjee,tanvi.banerjee1936@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,6,9.62,9.99,86.9,0,99.3,89.9,83.0,87.2,85.3,86.8,20.4,25.1,3,93.1,2,5,5,147,590,504,202,204,98,85.4,2191,23,43,0,0,93.4,1,82.5,86.0,99.6,96.0,97.7,100.0,100.0,92.2,99.2,100.0,100.0,100.0
SP2026IT1937,Kiran Sen,kiran.sen1937@skillpilot.edu,Information Technology (IT),IT,4,7,1,7.21,6.84,81.3,0,93.6,100.0,88.8,94.9,79.3,71.4,35.7,22.9,3,92.6,1,4,2,94,440,363,170,132,61,82.5,2179,25,33,0,0,88.6,1,84.2,80.5,94.1,98.3,87.1,95.0,92.3,91.4,91.8,77.2,98.4,93.4
SP2026IT1938,Tanvi Iyer,tanvi.iyer1938@skillpilot.edu,Information Technology (IT),IT,4,8,4,7.93,7.96,86.9,0,87.1,75.2,86.5,80.9,80.7,84.1,32.2,16.6,2,83.1,1,4,1,43,246,191,81,76,34,77.6,1891,18,13,2,0,80.0,1,68.8,70.1,94.1,89.0,82.2,83.2,88.0,89.5,65.2,76.9,66.0,70.1
SP2026CSE1939,Marcus Rao,marcus.rao1939@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,3,8.84,9.02,92.8,0,70.9,51.0,75.5,63.3,67.8,68.7,25.6,30.8,2,65.2,0,0,3,80,157,132,64,51,17,84.1,1665,14,30,5,0,67.0,1,70.0,80.6,72.0,76.0,65.3,75.2,70.3,68.0,53.3,60.7,58.3,75.5
SP2026AID1940,Ishaan Iyer,ishaan.iyer1940@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,5,3,9.05,8.95,82.5,0,56.5,48.6,80.7,62.9,86.0,81.3,25.3,24.2,2,61.6,1,4,2,49,111,93,46,40,7,83.8,1660,14,10,6,0,71.0,1,62.1,40.4,59.2,53.0,53.6,52.7,56.8,58.8,43.8,31.6,44.3,61.8
SP2026AID1941,Sanjay Gupta,sanjay.gupta1941@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,2,7.66,7.92,86.0,0,80.6,68.9,100.0,83.8,53.4,48.8,23.3,27.9,1,83.1,0,0,3,41,169,143,58,61,24,84.6,1816,14,14,3,0,65.4,0,88.1,83.8,71.8,76.4,76.7,85.7,75.8,81.3,84.6,73.6,70.2,65.7
SP2026EEE1942,Dev Singh,dev.singh1942@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,6,2,7.46,7.68,83.2,0,55.3,45.4,95.0,71.7,45.7,47.1,77.5,36.6,3,66.9,0,0,1,61,228,180,80,67,33,78.9,1604,8,38,6,1,64.8,0,41.0,46.2,48.7,62.9,34.0,40.9,46.3,43.2,37.7,51.0,53.9,42.8
SP2026CSE1943,Siddharth Das,siddharth.das1943@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,0,9.06,9.27,97.3,0,54.5,37.0,73.7,55.5,77.2,83.0,38.8,32.6,1,62.0,1,2,3,77,52,39,19,15,5,75.0,1536,11,6,7,0,64.8,0,47.3,63.5,47.9,54.5,46.9,58.5,54.4,53.1,43.0,50.3,51.0,30.1
SP2026IT1944,Rahul Pillai,rahul.pillai1944@skillpilot.edu,Information Technology (IT),IT,3,6,7,6.75,7.05,75.7,0,55.5,54.6,54.9,56.1,65.2,62.8,30.8,19.3,2,62.5,1,3,3,64,108,81,36,33,12,75.0,1681,14,0,6,0,62.1,0,46.8,55.4,47.7,60.7,48.1,59.5,49.3,48.0,48.3,57.0,48.9,31.5
SP2026IT1945,Alex Bhat,alex.bhat1945@skillpilot.edu,Information Technology (IT),IT,4,8,0,9.04,9.34,94.6,0,56.4,48.7,89.1,69.4,69.6,69.2,20.5,22.6,1,79.1,0,0,2,41,108,90,38,36,16,83.3,1596,12,12,6,0,61.6,0,55.3,65.9,48.3,53.3,58.6,53.2,57.9,54.8,40.8,41.4,36.4,52.9
SP2026CSE1946,Harsh Singh,harsh.singh1946@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,1,7.62,7.79,78.1,0,89.0,87.7,88.4,91.7,73.2,76.2,32.0,21.2,2,90.7,0,0,1,95,349,301,156,121,24,86.2,2024,21,6,0,0,79.2,1,79.0,94.2,95.6,92.8,83.9,94.9,93.2,93.4,81.8,85.7,71.6,72.1
SP2026ECE1947,Manish Sen,manish.sen1947@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,6,8.64,8.98,94.2,0,87.3,90.3,91.8,90.1,86.6,91.6,67.3,43.9,3,96.6,1,5,5,137,561,420,181,153,86,74.9,2152,24,13,1,2,91.5,1,59.1,70.4,69.3,63.9,85.0,66.0,85.7,78.7,77.2,80.9,85.8,92.5
SP2026CSE1948,Aditi Menon,aditi.menon1948@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,4,7.36,7.65,78.6,0,83.9,77.6,80.3,74.7,74.1,75.9,41.1,22.1,1,64.5,1,3,3,63,229,202,110,81,11,88.2,1882,15,36,2,0,73.9,1,89.9,71.9,83.6,85.0,86.2,76.5,86.8,89.7,70.7,91.9,76.5,59.4
SP2026IT1949,Kavya Reddy,kavya.reddy1949@skillpilot.edu,Information Technology (IT),IT,3,5,7,6.31,6.39,77.4,0,60.2,51.0,49.6,47.2,59.9,56.2,26.9,20.1,2,78.6,0,0,1,55,80,69,32,25,12,86.2,1667,15,7,6,0,53.5,0,68.9,68.6,63.9,58.2,52.1,64.3,59.8,52.3,43.4,65.0,39.3,46.2
SP2026AIM1950,Siddharth Agarwal,siddharth.agarwal1950@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,6,9.16,9.18,85.9,0,96.7,90.2,83.1,86.4,88.0,85.7,35.6,26.8,3,96.0,2,5,4,116,422,354,144,153,57,83.9,2103,24,2,0,0,92.0,1,88.8,84.5,100.0,93.3,100.0,92.5,91.8,96.8,95.5,94.8,74.0,82.3
SP2026EEE1951,Aditi Pillai,aditi.pillai1951@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,6,3,8.43,8.05,81.8,0,43.7,48.6,78.6,62.5,79.8,75.9,64.5,40.4,2,72.8,0,0,2,71,83,64,27,28,9,77.1,1637,12,11,7,2,62.1,0,36.1,40.6,29.1,46.7,30.6,30.6,38.0,21.5,44.8,33.2,20.6,37.7
SP2026AID1952,Neha Rao,neha.rao1952@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,7,2,7.45,7.5,81.8,0,72.1,67.1,96.6,84.6,43.5,47.6,32.5,17.6,3,64.8,1,3,1,49,181,146,66,61,19,80.7,1800,18,33,4,0,76.1,1,47.8,51.6,76.2,67.7,69.2,68.2,64.8,75.7,80.4,47.4,77.0,64.9
SP2026ECE1953,Arjun Sharma,arjun.sharma1953@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,7,4,8.13,8.45,87.5,0,95.0,88.2,81.8,84.5,75.1,69.8,50.6,40.7,1,69.7,0,0,3,48,460,382,189,152,41,83.0,2058,21,17,0,4,74.4,1,45.2,45.2,41.6,48.8,79.9,76.3,80.3,81.6,99.7,71.6,80.8,85.8
SP2026ECE1954,Siddharth Banerjee,siddharth.banerjee1954@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,7,2,7.33,7.58,87.9,0,72.6,64.7,97.1,89.1,52.9,52.1,60.3,33.7,3,71.8,0,0,2,78,218,172,75,64,33,78.9,1803,15,39,4,3,72.4,1,60.3,60.3,57.8,55.6,64.5,57.6,49.8,74.1,54.5,56.7,78.1,72.4
SP2026ECE1955,Bhavya Pillai,bhavya.pillai1955@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,6,0,9.54,9.42,95.0,0,48.4,32.7,94.0,69.5,70.7,69.4,59.2,41.2,2,71.4,0,0,1,44,94,85,42,33,10,90.4,1485,9,3,8,3,63.4,0,57.1,56.8,65.8,57.8,50.3,23.9,47.9,33.6,25.5,28.0,49.2,51.3
SP2026AIM1956,Pranav Nair,pranav.nair1956@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,0,9.51,9.32,93.6,0,46.7,43.4,83.8,62.8,80.7,81.4,30.2,33.8,1,64.7,0,0,3,45,36,31,16,12,3,86.1,1557,9,11,8,0,60.3,0,53.3,42.7,40.1,44.2,38.8,49.9,44.3,45.5,30.7,53.9,38.0,24.1
SP2026MEC1957,Anushka Chopra,anushka.chopra1957@skillpilot.edu,Mechanical Engineering,MECH,3,6,6,8.66,9.04,92.9,0,72.9,76.8,90.8,87.8,79.8,87.1,35.1,79.8,3,96.0,1,4,3,153,574,479,197,183,99,83.4,2104,24,38,3,0,86.8,1,74.0,80.6,66.3,63.8,75.5,78.0,82.5,81.4,53.1,54.6,78.0,61.1
SP2026CSE1958,Neha Reddy,neha.reddy1958@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,5,8.29,8.57,79.4,0,93.8,75.0,73.2,71.9,78.7,80.6,23.7,21.6,3,86.7,1,3,3,103,329,255,106,97,52,77.5,1900,16,24,1,0,83.9,1,70.6,90.8,89.2,87.7,95.9,86.1,92.7,95.9,95.4,98.9,88.6,70.0
SP2026IT1959,Siddharth Sen,siddharth.sen1959@skillpilot.edu,Information Technology (IT),IT,4,8,2,8.3,8.3,78.6,0,73.6,66.5,89.9,77.7,52.4,54.1,38.0,29.6,1,81.5,1,2,1,62,167,128,61,46,21,76.6,1781,16,17,4,0,70.5,1,63.6,75.2,81.0,78.2,77.9,70.3,72.1,79.4,70.3,77.8,69.2,77.9
